3.389939803174490862e+01,1.939816492401893981e+02,4.532354953467114456e+01,2.129586371638046387e+02,8.016951113005728757e+01,6.321293598858363083e+01,7.745258024951743892e+01,7.201839987385498887e+01,1.081956998683601654e+02,1.434010807115990360e+02,9.983651641999174444e+02,7.643508575392532123e+01,4.507823145582428737e+01,9.427152506087908534e+01,4.759739716520702757e+01,3.253781505395314610e+01,1.105184657197809770e+02,9.043148701918080690e+01,5.664746050201956962e+01,4.000742626459933859e+01,1.136292132552981258e+02,3.098697070427266453e+02,4.529659801162252108e+01,2.529218159124384044e+02,4.321246108794302927e+02,5.489885623941792403e+01,3.804453884362335003e+01,5.329931271942524518e+01,7.172678081334478861e+01,8.960237791304373900e+01,6.582854263363290670e+01,1.957535728941069237e+02
3.989291271522138516e+01,3.879698707736660594e+02,7.528319123739962038e+01,3.818707764991333420e+02,1.285260824470908290e+02,8.605940283712779149e+01,1.097773988949317641e+02,1.355602175874354600e+02,1.632164950935251113e+02,1.860081592077957851e+02,1.378481489687271733e+03,1.098583722136487069e+02,5.940359004621871719e+01,1.587136444306959220e+02,7.249292441670958453e+01,4.521196873767586766e+01,1.541688535184855766e+02,1.141060918227053520e+02,6.134102359623018685e+01,3.615116828078052436e+01,1.869508580221838088e+02,5.375145214396617348e+02,4.411549659822722447e+01,4.411491130145975603e+02,6.746133729868955697e+02,8.519105798825648890e+01,4.663453976724913019e+01,6.286631372181163613e+01,1.000660108390721206e+02,1.609278972664785670e+02,5.279530899802484356e+01,3.383638572313602708e+02
9.065546400402874738e+00,4.740338327498339765e+01,1.141028316091989048e+01,7.704559644599358137e+01,4.864254776744062525e+01,1.071829507269626269e+01,3.182436310940143898e+01,4.199092119164882320e+01,3.999374916246223677e+01,1.045786672526559755e+02,3.741412267701254564e+02,3.496108628049114486e+01,1.996023900905185400e+01,3.228369008180884236e+01,3.809389876165614908e+01,2.396609985816969157e+01,3.101309471223294167e+01,4.008932013382293746e+01,1.361762025001718612e+01,5.591440848508328010e+00,2.684242785592309488e+01,1.431474934596259629e+02,2.891303049241738066e+01,6.550542314269127075e+01,1.070686392342950484e+02,3.888599112603852603e+01,2.351819901207377228e+01,1.137714319215578662e+01,3.105168681581490020e+01,2.867363767879371395e+01,2.148962593425215672e+01,5.153138203107820203e+01
8.819140298817298884e+00,4.344632838095024852e+01,8.447616757963814393e+00,1.006653500596031421e+02,6.292223018233691079e+01,1.281517580087787245e+01,3.903929896198108906e+01,5.641891233374925463e+01,4.101057890163847475e+01,1.385912277187159134e+02,2.751647196028592930e+02,6.230657159602165507e+01,2.586597773513315346e+01,3.813501703266688736e+01,5.439262570572383737e+01,3.128542795206637805e+01,2.649993007987688642e+01,5.293871656466363618e+01,1.122734391036110502e+01,3.553080789885902924e+00,1.951676555338302066e+01,1.597914772023543435e+02,3.560012333299653875e+01,3.325387367552001905e+01,9.021425439203656538e+01,4.267645041904955860e+01,3.070847594816897441e+01,8.950707514225491934e+00,3.268523704171711586e+01,3.052528097575971699e+01,2.546295478173437488e+01,3.560242498331243866e+01
1.640432279562549311e+01,8.935991264814906572e+02,2.069510191228237659e+02,7.747522714327077438e+02,2.458892219542819930e+02,7.675825602494545308e+01,2.268147935247074827e+02,3.303613047308025443e+02,2.622135366458443286e+02,2.361573679436520763e+02,1.926754600163519171e+03,2.252433020522472589e+02,7.970965453978998028e+01,3.464486401376706795e+02,1.259787272280674557e+02,4.174922593863315257e+01,2.555761867060082864e+02,2.164739331812881176e+02,8.992552596094881778e+01,1.420801810508840290e+01,3.147364183822954260e+02,1.002510027649579229e+03,8.736858170665080081e+01,9.244720611522092213e+02,1.242269952470555609e+03,1.685742676712746402e+02,9.520932610373016303e+01,4.612246360689513125e+01,1.455990955816605208e+02,3.589707882598547712e+02,4.972935942347245941e+01,8.640271150737354446e+02
1.885456336312466563e+00,7.514916962547495416e+01,1.183941849783007605e+01,3.896735278736760222e+01,1.830279329787120446e+01,4.989602665504587975e+00,1.370246314867620008e+01,1.859679365528183581e+01,2.126284160889280628e+01,2.096968382780623230e+01,1.002167905809946973e+02,1.713134168229291987e+01,4.350262882493099781e+00,2.113516346923663747e+01,1.156406338579276571e+01,3.506965755825034670e+00,3.086072651609106998e+01,2.069786488791848811e+01,1.118564217905388247e+01,2.034885634356709438e+00,2.117801273306932330e+01,8.888204458834471211e+01,7.686594214708689421e+00,8.780420211320148383e+01,7.944413785777362591e+01,1.035634521905630834e+01,5.759622484225021211e+00,5.296111801920850404e+00,1.167153241871897329e+01,2.200500029099997690e+01,5.419524676677879960e+00,6.698632244705966343e+01
4.098580320958849360e-02,1.091620089819739237e+00,2.072914442494336595e-01,6.370126522219712317e-01,3.274832105172401087e-01,1.020042256833088856e-01,2.516827322440507997e-01,2.882267148089707742e-01,3.654615535397764958e-01,3.642784411583406268e-01,2.128118583374839723e+00,2.670782340542862676e-01,8.344380076890231535e-02,3.059922074452132157e-01,2.142594627148335651e-01,5.055355450047968602e-02,4.599925571493011511e-01,3.002192090236475153e-01,1.346292330825146766e-01,4.239213527936112891e-02,3.010319768400166462e-01,1.336837817482167790e+00,9.198825109137681588e-02,1.068383069077617264e+00,1.161104212738909292e+00,1.693480007340181226e-01,1.313849186310419026e-01,5.996066649347367439e-02,2.017663079507429902e-01,5.034495027600139894e-01,6.007845733735902444e-02,8.877488323373793344e-01
2.264460769980875341e+02,1.616658426272254474e+03,2.795651241664704685e+02,2.788316798792136979e+03,1.296268255905623846e+03,3.220868850735604383e+02,1.018808249465421682e+03,1.442630935208528399e+03,1.010795436160400300e+03,3.885077262464978048e+03,7.786613405573538330e+03,1.551557474426037516e+03,6.656358455121741144e+02,1.039158194352982036e+03,1.431105368820291233e+03,8.825113812378552893e+02,7.324501337764614846e+02,1.076738831544314735e+03,2.802873524876555962e+02,1.076673007959335564e+02,6.113891783242108886e+02,3.756813672725451852e+03,9.026048519801408929e+02,1.341508754807308833e+03,2.463057467321622426e+03,9.093840742840067151e+02,6.685878572527153665e+02,2.107253318567040594e+02,5.948220628933486296e+02,8.576182277542189922e+02,4.407728163421630256e+02,1.292732542841807344e+03
4.074369538440780047e+01,4.429439628972016862e+01,3.311859713385319282e+01,1.515404268421351901e+02,7.890703758101034282e+01,8.979619076899656704e+01,5.257993439083905685e+01,5.749048394118653960e+01,9.775268976068183235e+01,1.181230745632565231e+02,3.678427635595875245e+02,7.234563002559845302e+01,9.381751214879599843e+01,4.075523519131048715e+02,4.197165187678935894e+01,5.799070800330548536e+01,9.896162789482717415e+01,1.210621391322015086e+02,1.453907850814270262e+02,5.221237808509511069e+01,5.183188972575378983e+01,1.158252164145559163e+03,2.972253265317887028e+01,1.978795760355113487e+02,5.132790729492676292e+02,6.404265037974931829e+01,6.549405708769739931e+01,1.091585730633686779e+02,6.011483458223516152e+01,1.060225361316159649e+02,6.114305014470780719e+01,3.357956606267360655e+01
3.781714513416174839e+01,7.815385364462761686e+01,2.446118190681891846e+01,2.811635882874032291e+02,1.122694536677721686e+02,1.165149854067347235e+02,7.586303383670072265e+01,6.909110612260900552e+01,1.470669150668497309e+02,1.888339019774245742e+02,5.029589495189384820e+02,9.563585624982198397e+01,1.264955350104674352e+02,7.770507857836539642e+02,6.323945058723301571e+01,1.008044318768972971e+02,1.285573329107840834e+02,1.636584013399408377e+02,2.049808385303142586e+02,5.842879755664952768e+01,8.180406358684064116e+01,2.084802762663492103e+03,2.612593765090758069e+01,3.612066714733410890e+02,8.049085086638257280e+02,1.108455143999156860e+02,8.703318489587221052e+01,1.452100541665267031e+02,9.058023410292042854e+01,1.232498148875835540e+02,7.569078590383220728e+01,4.365306458097198572e+01
1.744834060460259195e+01,1.053724090166979011e+01,9.231920945676421297e+00,5.100375405486142455e+01,5.236784075346017886e+01,4.628033767767261963e+01,2.951484446852610333e+01,6.058280958248027304e+01,3.494269444351909470e+01,6.761437721451862615e+01,1.417499454399237777e+02,4.104839188277200179e+01,4.023242061758788424e+01,1.293859193118206861e+02,2.626995629552941125e+01,3.320862568286498373e+01,4.426236742331528973e+01,6.022722744217524848e+01,5.836599867529357510e+01,1.367925911705696507e+01,1.265223991685393479e+01,3.882635570657241146e+02,2.418721980378225211e+01,4.375324178461276148e+01,1.263996466445481133e+02,2.011315994233157767e+01,6.957109406156411069e+01,3.912086297836685844e+01,3.476509175208492763e+01,5.963785968929511938e+01,1.888188796229510658e+01,1.168340272171524141e+01
1.429681079292148027e+01,9.151328210497396753e+00,6.394758065462155194e+00,6.655280186159113498e+01,6.744024114056237806e+01,7.115298558131817686e+01,3.298158527784329408e+01,6.516486537052703909e+01,3.547760444041501415e+01,9.197757735975922344e+01,1.196766277036529544e+02,6.915946040980529119e+01,5.320596534592004190e+01,1.439380710274968180e+02,3.396701126528866865e+01,5.267233961741256110e+01,5.012217342463955561e+01,7.741854459616280337e+01,5.384082994696761659e+01,1.468047799556085486e+01,9.664784570116191631e+00,4.369090001576101940e+02,2.752544459638714258e+01,2.379830532921509345e+01,1.089237863734310992e+02,1.925102375157732482e+01,7.181537970783838887e+01,3.849435045596135296e+01,2.976016468219661348e+01,7.269905566654325924e+01,1.725182482806984652e+01,1.221636533324943841e+01
3.683865778123190893e+01,1.669650693091629705e+02,4.776314706580089364e+01,5.840385980073888277e+02,1.840105061330048102e+02,1.561000599398593351e+02,6.618107792021756097e+01,9.849084370361738650e+01,2.475720695113873546e+02,2.971644364691043734e+02,6.885110833744043930e+02,1.051351968715673024e+02,1.842755119253511964e+02,1.739715865322224317e+03,9.518537377673312960e+01,2.501806584958730468e+02,1.342492415988573384e+02,3.165662514610477274e+02,2.840719627147872757e+02,8.459206368227457062e+01,1.378840802514327777e+02,3.907713480057246670e+03,2.536258513439371853e+01,8.006093266231844154e+02,1.501359004193277997e+03,2.607825371320794829e+02,1.354812493504910549e+02,1.950214115879082613e+02,1.001539829377082356e+02,1.839260183542555467e+02,1.158960653877939393e+02,6.209048710805748073e+01
4.638177668781085394e+00,1.483729538024748429e+01,3.543984738532766521e+00,2.918949398385871774e+01,1.142232226436673770e+01,8.107845409839326223e+00,5.111641755776892282e+00,7.114488861706810496e+00,2.061610656998873736e+01,3.072871414674106560e+01,3.092919400115707518e+01,8.250448039456372840e+00,1.103500360851708528e+01,9.874556444022195478e+01,9.566958862033851929e+00,1.563107078904038616e+01,1.205432506408413751e+01,3.035520221136431473e+01,3.137060645505604484e+01,7.765138792296350623e+00,9.600101614069643574e+00,3.328279190884302352e+02,2.002413694865690097e+00,7.189266055041026959e+01,9.699457473093517024e+01,1.753777281194528825e+01,6.707651119244437687e+00,2.093452107087715319e+01,8.192572149920007263e+00,6.418125215051126098e+00,1.123063917390977373e+01,4.514992338146533335e+00
7.120427617062587144e-02,2.166905261036436992e-01,5.819166642927510458e-02,4.749742036360596886e-01,1.959586120330780723e-01,1.801143962959594891e-01,1.039458550875979603e-01,1.465667118107150668e-01,3.414281074499764812e-01,4.337418022978733467e-01,7.018550878785397851e-01,1.776223819657440084e-01,1.683667006782049169e-01,1.389445007848497449e+00,1.661037047244077192e-01,2.547102009530088362e-01,1.982593196970971472e-01,4.377867173702122972e-01,3.575055536058857064e-01,7.865326738198782919e-02,1.494921367673548163e-01,4.616456661559074526e+00,3.531344490412171438e-02,8.825434894591984714e-01,1.400443269865321083e+00,2.614216836741483641e-01,1.584357706036415292e-01,2.551645943504413649e-01,1.219684909762532160e-01,1.408722102101458429e-01,1.214325236970667798e-01,6.134014627827898136e-02
3.290899105915291898e+02,2.744709085709018836e+02,1.106122869426883284e+02,1.800597199031059063e+03,1.454126299352869410e+03,1.912435662414029366e+03,8.754185750878707495e+02,1.488331247029222141e+03,8.844230773368134351e+02,2.533476302196736924e+03,3.300291121576587557e+03,1.690662416135240392e+03,1.382603781361860229e+03,4.169225005888573833e+03,8.501592858709958591e+02,1.440410507661907786e+03,1.093839440375330014e+03,1.596558772091637138e+03,1.343003114372410209e+03,3.310656010438053727e+02,2.902432945729410108e+02,1.104221124017246439e+04,6.878923709298863969e+02,9.834455774737299407e+02,2.964328459127871156e+03,5.530065000738354684e+02,1.651457601031945160e+03,1.021263519604634212e+03,4.969025847122045434e+02,1.646508809809282866e+03,3.521222093543344158e+02,3.237160374084301679e+02
2.979897622926776890e+01,6.050569721472396623e+01,5.544465434184377273e+01,3.792899287559683330e+02,1.090734563682849085e+02,2.082192088776972412e+02,3.463817756098193001e+01,5.381616730540366689e+01,1.767156703315802133e+02,2.429215170571741851e+02,2.395673701001203426e+02,7.909170147109779236e+01,3.611051746307177979e+01,3.179002849869240777e+01,6.678425200356184632e+01,2.169811449880914367e+01,6.813983961577505966e+01,7.889849659391062175e+01,4.415929837682936210e+01,8.732698490788341417e+01,6.278645783096024502e+01,4.349828021784981047e+02,1.280339601268175898e+02,6.042525429330638076e+01,3.747488368941477006e+02,4.476035289943008166e+01,4.753979124516349231e+01,4.766512932294712073e+02,5.073377145112619502e+01,6.261108848983277397e+01,5.837028558690365543e+01,2.700881967006862183e+01
2.588195084018207837e+01,8.991464272296634874e+01,8.756449290979993805e+01,6.894114984981072212e+02,1.592646361942939564e+02,2.724070599107772637e+02,4.776380945760062957e+01,7.857673932701270303e+01,2.493376658854954542e+02,4.150181248375480436e+02,3.282982469653405246e+02,1.312804753012332242e+02,4.678068342371214072e+01,4.286356543829308663e+01,1.096503604619253309e+02,4.237492615306702248e+01,1.106168939757830287e+02,1.069737766866659427e+02,4.112602790174917544e+01,1.522062886039310570e+02,9.689117359001960494e+01,7.771490884061946645e+02,2.191403299427923059e+02,1.215544649832656603e+02,5.963941994839204881e+02,7.709135838912833094e+01,5.239395278823274538e+01,6.369211163201584895e+02,7.714722727893914112e+01,9.170263571080009513e+01,5.633243838480228050e+01,3.574727253704744356e+01
1.065727055430122228e+01,1.601824905044402314e+01,1.416449455998725604e+01,1.335266197923170921e+02,5.122185413748954375e+01,1.307882534230766680e+02,1.727173852297369550e+01,3.102368024394878177e+01,6.723256721548087000e+01,7.483045363327900645e+01,9.298911995655588214e+01,4.666623471415991986e+01,1.436025394676912903e+01,8.942261816834120580e+00,2.197705829162145719e+01,8.203120338484451324e+00,2.818430665514541289e+01,3.861237378651270546e+01,1.352333304532199776e+01,2.140688162842305076e+01,1.552280698847729390e+01,1.533717453772674446e+02,6.258170367046280802e+01,1.338141584463839173e+01,9.109514480899518674e+01,1.488383157696961590e+01,2.597635122375566397e+01,1.669790868302850129e+02,1.657704110617624593e+01,2.718970161011374387e+01,1.758972181736487528e+01,7.067698273111587604e+00
7.476678813276105728e+00,1.994198485223312645e+01,6.465000863683758148e+00,1.735098260403248389e+02,6.482115958067845440e+01,1.976887853378610203e+02,1.874515000865356029e+01,3.816107301024371878e+01,6.731952430979092128e+01,9.343362250640539912e+01,7.688639524727447849e+01,7.987777472540740575e+01,1.760159623212485513e+01,4.403639172200899843e+00,2.875337195786114819e+01,6.756951297460696004e+00,2.885186742908549107e+01,5.301002772534194918e+01,1.472230447241605944e+01,1.620552377801410415e+01,1.222324305340911188e+01,1.711541845497685586e+02,7.046914287809468647e+01,5.756217695321257821e+00,8.567100505154832035e+01,1.479542112697987299e+01,3.044132046167456096e+01,1.554151070830586718e+02,1.812248589710843660e+01,3.052527791659380441e+01,6.219465876967766427e+00,4.108784417475505713e+00
